X1,X2
0.9879518072289156,0.06818181818181818
0.7108433734939759,0.09230769230769231
0,NA
0.6785714285714286,0.09523809523809523
0.9047619047619048,0.08433734939759036
0.9761904761904762,0.07865168539325842
0.927710843373494,0.06097560975609756
NA,NA
0.9761904761904762,0.07865168539325842
1,0.06666666666666667
0.7261904761904762,0.10294117647058823
NA,NA
0.8690476190476191,0.0875
0.75,0.1
0.7261904761904762,0.10294117647058823
0.7380952380952381,0.10144927536231885
0.7380952380952381,0.10144927536231885
0.5833333333333334,0.057692307692307696
0.9761904761904762,0.07865168539325842
0.7261904761904762,0.10294117647058823
0.9285714285714286,0.037037037037037035
0.9523809523809523,0.06976744186046512
0.9761904761904762,0.06818181818181818
0.4523809523809524,0.13636363636363635
0.9761904761904762,0.07865168539325842
0.8809523809523809,0.08641975308641975
0.9761904761904762,0.07865168539325842
0.6904761904761905,0.09375
0.8888888888888888,0.05263157894736842
0.8333333333333334,0.09090909090909091
0.9642857142857143,0.07954545454545454
0.7469879518072289,0.08823529411764706
NA,NA
0.7228915662650602,0.09090909090909091
0.6666666666666666,0.0967741935483871
0.9285714285714286,0.08235294117647059
0.6785714285714286,0.109375
0.9523809523809523,0.06976744186046512
0.8571428571428571,0.08860759493670886
0,NA
NA,NA
0.05952380952380952,0
0.9404761904761905,0.07058823529411765
0.7023809523809523,0.10606060606060606
0.3333333333333333,0.17647058823529413
0.8333333333333334,0.09090909090909091
0.9166666666666666,0.26666666666666666
0.9166666666666666,0.08333333333333333
0.8333333333333334,0
0.9166666666666666,0
0.9166666666666666,0
0.9166666666666666,0.8589743589743589
1,0.7391304347826086
1,0
1,0.14285714285714285
0.9166666666666666,0
1,0.25
0.9166666666666666,0.8658536585365854
0.9166666666666666,0.3888888888888889
1,0.7209302325581395
1,0.29411764705882354
1,0.7333333333333333
1,0
0.9166666666666666,0.21428571428571427
1,0.2
0.8333333333333334,0.16666666666666666
0.9166666666666666,0
1,0.14285714285714285
0.9166666666666666,0
1,0.7073170731707317
1,0
0.9166666666666666,0.5769230769230769
1,0.4
1,0.07692307692307693
1,0.4
1,0.14285714285714285
0.9166666666666666,0
1,0.07692307692307693
0.8333333333333334,0
1,0.14285714285714285
1,0.42857142857142855
0.9166666666666666,0.15384615384615385
0.9166666666666666,0
1,0
0.9166666666666666,0.08333333333333333
0.9166666666666666,0.819672131147541
1,0
0.9166666666666666,0.21428571428571427
0.8333333333333334,0.09090909090909091
0.8333333333333334,0.23076923076923078
0.9166666666666666,0.21428571428571427
1,0.7931034482758621
1,0.29411764705882354
1,0.76
1,0.14285714285714285
1,0.25
0.8333333333333334,0
0.8333333333333334,0
0.8333333333333334,0
0.9166666666666666,0.21428571428571427
1,0.4782608695652174
1,0.07692307692307693
1,0.45454545454545453
0.9166666666666666,0
0.9166666666666666,0
0.9166666666666666,0.8625
1,0.14285714285714285
0.9166666666666666,0
0.75,0
1,0.5862068965517241
0.9166666666666666,0.15384615384615385
0.9166666666666666,0.08333333333333333
1,0
NA,NA
1,0.7209302325581395
0.9166666666666666,0
1,0.8518518518518519
0.9166666666666666,0
0.9166666666666666,0
1,0.07692307692307693
0.8333333333333334,0
1,0.25
0.9166666666666666,0
1,0.2
1,0.7209302325581395
1,0.07692307692307693
1,0.7
0.9166666666666666,0.42105263157894735
1,0.29411764705882354
1,0.3684210526315789
0.9166666666666666,0.45
NA,NA
1,0.07692307692307693
0.9166666666666666,0
0.8333333333333334,0
0.9166666666666666,0.08333333333333333
0.8333333333333334,0
1,0.07692307692307693
0.9166666666666666,0
0.9166666666666666,0.47619047619047616
0.9166666666666666,0.15384615384615385
1,0.8604651162790697
0.9166666666666666,0.08333333333333333
0.9166666666666666,0.08333333333333333
1,0.4
0.9166666666666666,0.08333333333333333
1,0.11538461538461539
0.875,0.045454545454545456
0.8333333333333334,0
0.8260869565217391,0
0.9565217391304348,0
1,0.6307692307692307
1,0.3235294117647059
0.9583333333333334,0
1,0.29411764705882354
1,0
1,0.14285714285714285
1,0.6666666666666666
1,0.42857142857142855
1,0.5714285714285714
1,0.20689655172413793
1,0.1111111111111111
1,0.04
0.9166666666666666,0.15384615384615385
1,0.11538461538461539
0.8695652173913043,0.16666666666666666
0.9166666666666666,0
1,0.04
1,0
0.875,0.4878048780487805
0.8695652173913043,0
0.7916666666666666,0
0.9130434782608695,0.4166666666666667
1,0.04
1,0.14285714285714285
1,0.07692307692307693
1,0
1,0.04
0.875,0
1,0.11538461538461539
1,0.35135135135135137
1,0.08
0.9583333333333334,0.041666666666666664
1,0
0.8695652173913043,0
1,0.5490196078431373
0.8260869565217391,0
0.9565217391304348,0.15384615384615385
0.9166666666666666,0
0.9166666666666666,0.12
0.875,0.045454545454545456
1,0.5636363636363636
0.9565217391304348,0.35294117647058826
1,0.5294117647058824
1,0.04
0.9583333333333334,0.11538461538461539
1,0
1,0
0.8695652173913043,0
1,0.041666666666666664
0.9583333333333334,0.30303030303030304
1,0.22580645161290322
1,0.4
0.9583333333333334,0.041666666666666664
1,0.04
1,0.6190476190476191
1,0.041666666666666664
0.7916666666666666,0
0.8695652173913043,0
1,0.14285714285714285
1,0.07692307692307693
1,0.04
1,0
1,0.041666666666666664
0.9565217391304348,0.18518518518518517
0.9583333333333334,0
0.9583333333333334,0.5818181818181818
1,0
1,0
1,0.04
1,0
1,0.3333333333333333
1,0
1,0.07692307692307693
1,0.1724137931034483
0.9583333333333334,0
1,0
0.8333333333333334,0
1,0.1111111111111111
0.9583333333333334,0.3611111111111111
0.875,0.19230769230769232
NA,NA
1,0.04
1,0
0.9166666666666666,0
0.875,0.045454545454545456
0.9565217391304348,0.043478260869565216
1,0.07692307692307693
0.875,0
1,0.25
0.875,0.16
1,0.7051282051282052
0.9166666666666666,0.043478260869565216
0.9583333333333334,0.08
1,0.04
1,0
0.9791666666666666,0.04081632653061224
0.9795918367346939,0.26153846153846155
0.875,0
0.7959183673469388,0.09302325581395349
0.9183673469387755,0.021739130434782608
0.9591836734693877,0.265625
0.9795918367346939,0.058823529411764705
1,0
1,0.30434782608695654
1,0
1,0.04081632653061224
0.9583333333333334,0.25806451612903225
0.9795918367346939,0.12727272727272726
1,0.2222222222222222
0.9795918367346939,0
0.9583333333333334,0
1,0.10909090909090909
NA,NA
0.9795918367346939,0.09433962264150944
0.9574468085106383,0.0425531914893617
0.8979591836734694,0.26666666666666666
1,0.02
1,0
0.9183673469387755,0
1,0
0.42857142857142855,0
1,0.4431818181818182
1,0
1,0.057692307692307696
0.9591836734693877,0
1,0
1,0
0.9387755102040817,0
1,0.09259259259259259
0.7959183673469388,0.25
0.9387755102040817,0
0.7959183673469388,0
0.9795918367346939,0
0.9591836734693877,0.020833333333333332
0.9183673469387755,0.08163265306122448
0.8163265306122449,0
0.7959183673469388,0
1,0.2898550724637681
0.5510204081632653,0.03571428571428571
0.9387755102040817,0
1,0.09259259259259259
1,0.25
0.9791666666666666,0
0.9791666666666666,0.020833333333333332
1,0.30985915492957744
0.8979591836734694,0
1,0
0.6458333333333334,0
1,0.057692307692307696
1,0.07692307692307693
1,0.20967741935483872
1,0.3
0.7959183673469388,0
1,0
1,0.323943661971831
1,0
0.7142857142857143,0
0.7755102040816326,0
1,0.02
1,0
1,0.057692307692307696
1,0.02040816326530612
0.9795918367346939,0
0.9387755102040817,0.2698412698412698
0.9791666666666666,0
0.8979591836734694,0
0.9591836734693877,0
0.7916666666666666,0
0.9591836734693877,0
0.9795918367346939,0
1,0.30985915492957744
0.9387755102040817,0.08
1,0.02
1,0.0392156862745098
1,0.02
1,0.02
0.9387755102040817,0
1,0.0392156862745098
1,0.057692307692307696
0.9791666666666666,0.06
0.9583333333333334,0
0.7916666666666666,0
0.9591836734693877,0.020833333333333332
0.9183673469387755,0.23728813559322035
0.9387755102040817,0
0.9387755102040817,0.061224489795918366
0.9795918367346939,0
0.7959183673469388,0
1,0.09259259259259259
0.7959183673469388,0
1,0.29411764705882354
0.7755102040816326,0
0.9791666666666666,0.22950819672131148
1,0
0.9387755102040817,0.17857142857142858
0.9523809523809523,0.06976744186046512
0.9880952380952381,0.07777777777777778
0.7738095238095238,0.09722222222222222
0.9880952380952381,0.06741573033707865
0.7261904761904762,0.08955223880597014
0.9761904761904762,0.05747126436781609
NA,NA
0.8095238095238095,0.09333333333333334
0.9518072289156626,0.08139534883720931
0.9523809523809523,0.08045977011494253
0.9642857142857143,0.07954545454545454
0.8809523809523809,0.075
0.7261904761904762,0.10294117647058823
0.9880952380952381,0.07777777777777778
0.7380952380952381,0.10144927536231885
0.9523809523809523,0.08045977011494253
0.9761904761904762,0.07865168539325842
0.9036144578313253,0.08536585365853659
0.9166666666666666,0.08333333333333333
0.963855421686747,0.08045977011494253
0.7142857142857143,0.09090909090909091
0.7261904761904762,0.10294117647058823
0.7228915662650602,0.1044776119402985
0.7261904761904762,0.10294117647058823
0.9642857142857143,0.07954545454545454
0.6547619047619048,0
0.9761904761904762,0.07865168539325842
0.9880952380952381,0.07777777777777778
0.9761904761904762,0.07865168539325842
0.7380952380952381,0.10144927536231885
0.9880952380952381,0.07777777777777778
0.7261904761904762,0.10294117647058823
0.9642857142857143,0.07954545454545454
0.9642857142857143,0.07954545454545454
0.9880952380952381,0.07777777777777778
0.7023809523809523,0.10606060606060606
0.8333333333333334,0.09090909090909091
0.75,0.1
0.9404761904761905,0.08139534883720931
0.9761904761904762,0.046511627906976744
0.7261904761904762,0.10294117647058823
0.7261904761904762,0.10294117647058823
0.9642857142857143,0.07954545454545454
0.7142857142857143,0.09090909090909091
0.9880952380952381,0.07777777777777778
0.9761904761904762,0.07865168539325842
0.7261904761904762,0.08955223880597014
0.9642857142857143,0.07954545454545454
0.9880952380952381,0.07777777777777778
0.9642857142857143,0.07954545454545454
0.9761904761904762,0.07865168539325842
0.7261904761904762,0.10294117647058823
0.34146341463414637,0.125
0.8690476190476191,0.0875
0.9761904761904762,0.07865168539325842
0.7857142857142857,0.0958904109589041
0.9761904761904762,0.07865168539325842
0.7380952380952381,0.10144927536231885
0.9761904761904762,0.07865168539325842
0.9759036144578314,0.07954545454545454
0.9642857142857143,0.07954545454545454
0.9761904761904762,0.06818181818181818
0.7261904761904762,0.10294117647058823
0.9880952380952381,0.07777777777777778
0.9642857142857143,0.07954545454545454
0.9642857142857143,0.07954545454545454
0.7261904761904762,0.10294117647058823
0.9761904761904762,0.07865168539325842
0.9880952380952381,0.06741573033707865
0.7261904761904762,0.10294117647058823
0.7380952380952381,0.08823529411764706
0.7380952380952381,0.10144927536231885
0.7261904761904762,0.10294117647058823
0.8928571428571429,0.08536585365853659
0.75,0.1
0.9761904761904762,0.07865168539325842
0.9642857142857143,0.07954545454545454
0.9404761904761905,0.08139534883720931
0.8690476190476191,0.0875
0.8809523809523809,0.08641975308641975
0.9404761904761905,0.08139534883720931
0.7261904761904762,0.10294117647058823
0.7261904761904762,0.10294117647058823
0.9642857142857143,0.07954545454545454
0.9518072289156626,0.08139534883720931
0.9880952380952381,0.07777777777777778
0.963855421686747,0.08045977011494253
0.7261904761904762,0.10294117647058823
0.7142857142857143,0.09090909090909091
0.9285714285714286,0.08235294117647059
0.9642857142857143,0.03571428571428571
0.7380952380952381,0.10144927536231885
0.8571428571428571,0.08860759493670886
NA,NA
0.9166666666666666,0.0375
1,0.034482758620689655
0.6785714285714286,0.109375
0.7261904761904762,0.08955223880597014
0.7261904761904762,0.10294117647058823
0.9761904761904762,0.07865168539325842
0.9166666666666666,0.45
1,0
1,0.07692307692307693
1,0.3684210526315789
1,0
0.9166666666666666,0.3125
1,0.3333333333333333
1,0.8181818181818182
1,0.14285714285714285
1,0.25
1,0.2
1,0.6
1,0.29411764705882354
1,0.14285714285714285
0.9166666666666666,0.26666666666666666
1,0.2
1,0.2
1,0.42857142857142855
1,0.42857142857142855
1,0.4
1,0.8571428571428571
1,0.5384615384615384
1,0.29411764705882354
0.9166666666666666,0.08333333333333333
1,0
1,0.4782608695652174
1,0.29411764705882354
0.8333333333333334,0
1,0.29411764705882354
0.9166666666666666,0
1,0.2
1,0.07692307692307693
0.9166666666666666,0.08333333333333333
1,0.07692307692307693
1,0.52
1,0.7209302325581395
0.8333333333333334,0
1,0.2
1,0.29411764705882354
1,0.14285714285714285
1,0.6923076923076923
1,0.5
0.9166666666666666,0.26666666666666666
1,0.14285714285714285
1,0.29411764705882354
1,0
1,0.3684210526315789
1,0.3333333333333333
1,0.25
0.9166666666666666,0.42105263157894735
0.9166666666666666,0.08333333333333333
0.9166666666666666,0.21428571428571427
1,0.25
1,0.7333333333333333
0.9166666666666666,0.872093023255814
0.9166666666666666,0.3125
0.9166666666666666,0.3125
0.9166666666666666,0.15384615384615385
1,0.29411764705882354
1,0
0.9166666666666666,0.15384615384615385
1,0.6129032258064516
0.8333333333333334,0.2857142857142857
1,0.25
0.9166666666666666,0.42105263157894735
1,0.25
1,0.29411764705882354
1,0.6
1,0.6923076923076923
0.9166666666666666,0.42105263157894735
1,0.4
1,0.29411764705882354
0.9166666666666666,0.42105263157894735
1,0
1,0.25
1,0.8588235294117647
1,0.29411764705882354
1,0.6666666666666666
0.9166666666666666,0.21428571428571427
1,0.07692307692307693
1,0.8032786885245902
1,0.14285714285714285
0.9166666666666666,0.15384615384615385
1,0.3333333333333333
0.9166666666666666,0.3125
1,0.5384615384615384
0.9166666666666666,0.08333333333333333
1,0.29411764705882354
1,0
0.9166666666666666,0.15384615384615385
0.8333333333333334,0.2857142857142857
1,0.2
1,0.7391304347826086
1,0.5
0.9166666666666666,0
0.9166666666666666,0.15384615384615385
0.9166666666666666,0.21428571428571427
1,0.4
1,0.52
1,0.3333333333333333
1,0.20689655172413793
1,0
1,0.04
1,0.14285714285714285
0.8695652173913043,0
1,0.1111111111111111
1,0.20689655172413793
1,0.603448275862069
1,0.041666666666666664
1,0.1111111111111111
0.8333333333333334,0.09090909090909091
0.8695652173913043,0
1,0.1111111111111111
1,0
1,0.041666666666666664
1,0.07692307692307693
1,0.04
1,0.25806451612903225
1,0.23333333333333334
1,0.35135135135135137
1,0.6470588235294118
1,0.04
1,0.14814814814814814
0.9583333333333334,0.11538461538461539
1,0
1,0.6349206349206349
1,0.11538461538461539
0.875,0
1,0.17857142857142858
0.8695652173913043,0
1,0.07692307692307693
1,0
1,0
1,0.04
1,0.22580645161290322
0.9565217391304348,0.12
0.9166666666666666,0
1,0.08
1,0.14285714285714285
1,0.041666666666666664
1,0
1,0
0.875,0.16
1,0.041666666666666664
1,0.041666666666666664
1,0
1,0.20689655172413793
1,0.23333333333333334
1,0.14285714285714285
1,0.5294117647058824
1,0
1,0.04
1,0.07692307692307693
1,0.1111111111111111
1,0.7228915662650602
1,0.14285714285714285
1,0.5789473684210527
0.9565217391304348,0.08333333333333333
1,0.14285714285714285
1,0.29411764705882354
1,0.08
1,0.07692307692307693
0.875,0.125
1,0.1111111111111111
1,0.5208333333333334
1,0.14285714285714285
1,0.041666666666666664
1,0.04
0.9583333333333334,0.14814814814814814
1,0
1,0.5636363636363636
1,0.3142857142857143
0.9130434782608695,0.38235294117647056
1,0.04
1,0.14814814814814814
1,0.6
1,0.39473684210526316
1,0.04
1,0.08
1,0.04
1,0.5555555555555556
1,0.04
0.9166666666666666,0.08333333333333333
1,0.14814814814814814
0.8695652173913043,0.09090909090909091
1,0.14814814814814814
1,0.04
1,0.08
1,0
1,0.04
1,0.1724137931034483
1,0.07692307692307693
1,0.5789473684210527
1,0
1,0
1,0
1,0.29411764705882354
1,0.22580645161290322
1,0
1,0.20689655172413793
0.9795918367346939,0.02040816326530612
1,0
1,0.02
0.9583333333333334,0.061224489795918366
0.9183673469387755,0
0.9591836734693877,0
1,0.0392156862745098
0.8775510204081632,0.022727272727272728
1,0.058823529411764705
0.7755102040816326,0.05
0.8979591836734694,0
0.7346938775510204,0
1,0.02
1,0.02040816326530612
1,0
1,0.02
0.9795918367346939,0
0.7551020408163265,0.0975609756097561
1,0.07547169811320754
1,0.20967741935483872
1,0.07692307692307693
0.9795918367346939,0
0.7755102040816326,0
1,0.234375
1,0
1,0.26865671641791045
1,0.2
0.8775510204081632,0
1,0.07547169811320754
0.9387755102040817,0
1,0.02
1,0.02
1,0.02
1,0
1,0.058823529411764705
1,0.30985915492957744
1,0
0.9795918367346939,0
1,0.02
1,0.02
1,0
0.9583333333333334,0
0.9791666666666666,0.020833333333333332
1,0.04
1,0.02
1,0
1,0.02
0.9795918367346939,0
0.9795918367346939,0.02040816326530612
1,0.04
0.9795918367346939,0
1,0.02040816326530612
1,0.02040816326530612
1,0.09259259259259259
1,0.4074074074074074
0.9795918367346939,0
0.9795918367346939,0.09433962264150944
0.7959183673469388,0
1,0.02040816326530612
1,0.2898550724637681
1,0.02
1,0.04
1,0.02
1,0.0392156862745098
0.9795918367346939,0.09433962264150944
1,0.0392156862745098
0.7959183673469388,0
1,0
NA,NA
1,0.2222222222222222
1,0.09259259259259259
1,0.27941176470588236
1,0.30985915492957744
1,0
1,0.0392156862745098
1,0.1694915254237288
1,0.2898550724637681
1,0
0.9791666666666666,0
1,0
1,0.26153846153846155
0.9591836734693877,0
0.9795918367346939,0.02040816326530612
0.75,0.07692307692307693
0.9791666666666666,0.04081632653061224
1,0.02040816326530612
1,0
1,0.0392156862745098
0.9591836734693877,0
1,0.02
0.7959183673469388,0
0.9795918367346939,0.02040816326530612
1,0.3466666666666667
1,0
1,0
0.9591836734693877,0
1,0.058823529411764705
0.9795918367346939,0.02040816326530612
0.9795918367346939,0
1,0.057692307692307696
0.9642857142857143,0.07954545454545454
0.75,0.1
0.7261904761904762,0.10294117647058823
0.9761904761904762,0.07865168539325842
0.75,0.1
0.9642857142857143,0.07954545454545454
0.7380952380952381,0.10144927536231885
0.9761904761904762,0.07865168539325842
0.7228915662650602,0.1044776119402985
0.9404761904761905,0.08139534883720931
0.9523809523809523,0.08045977011494253
0.8690476190476191,0.0875
0.9523809523809523,0.08045977011494253
0.7380952380952381,0.10144927536231885
0.7380952380952381,0.10144927536231885
0.8690476190476191,0.0875
0.9880952380952381,0.07777777777777778
0.7142857142857143,0.1044776119402985
0.9642857142857143,0.07954545454545454
0.9642857142857143,0.07954545454545454
0.9761904761904762,0.07865168539325842
0.7380952380952381,0.10144927536231885
0.7261904761904762,0.10294117647058823
0.9166666666666666,0.0375
0.9404761904761905,0.08139534883720931
0.75,0.1
0.9761904761904762,0.07865168539325842
0.9642857142857143,0.07954545454545454
0.75,0.1
0.9880952380952381,0.07777777777777778
0.9642857142857143,0.07954545454545454
0.9642857142857143,0.07954545454545454
0.9761904761904762,0.07865168539325842
0.8690476190476191,0.0875
0.963855421686747,0.08045977011494253
0.9166666666666666,0.07228915662650602
0.9642857142857143,0.07954545454545454
0.7857142857142857,0.0958904109589041
0.9761904761904762,0.07865168539325842
0.9642857142857143,0.07954545454545454
0.9880952380952381,0.07777777777777778
0.963855421686747,0.08045977011494253
0.8452380952380952,0.07792207792207792
0.9761904761904762,0.07865168539325842
0.7261904761904762,0.10294117647058823
0.9523809523809523,0.08045977011494253
0.9518072289156626,0.08139534883720931
0.9523809523809523,0.08045977011494253
0.9642857142857143,0.07954545454545454
0.9761904761904762,0.07865168539325842
0.9761904761904762,0.07865168539325842
0.7023809523809523,0.10606060606060606
0.7380952380952381,0.10144927536231885
0.9761904761904762,0.07865168539325842
0.9880952380952381,0.07777777777777778
0.7380952380952381,0.10144927536231885
0.8809523809523809,0.08641975308641975
0.7380952380952381,0.08823529411764706
0.9642857142857143,0.07954545454545454
0.8690476190476191,0.0875
0.9761904761904762,0.07865168539325842
0.9047619047619048,0.08433734939759036
